id,project_a,project_b,weight_a,weight_b,total_amount_usd,funder,quarter
715,https://github.com/mochajs/mocha,https://github.com/chzyer/readline,0.9615814994,0.03841850056,2681,opencollective,2016-04
716,https://github.com/mochajs/mocha,https://github.com/gulpjs/gulp,0.9923017706,0.007698229407,2598,opencollective,2016-04
717,https://github.com/chzyer/readline,https://github.com/gulpjs/gulp,0.837398374,0.162601626,123,opencollective,2016-04
718,https://github.com/chzyer/readline,https://github.com/gulpjs/gulp,0.231595092,0.768404908,652,opencollective,2016-07
719,https://github.com/chzyer/readline,https://github.com/mochajs/mocha,0.07885117493,0.9211488251,1915,opencollective,2016-07
720,https://github.com/gulpjs/gulp,https://github.com/mochajs/mocha,0.221192053,0.778807947,2265,opencollective,2016-07
721,https://github.com/webpack/webpack,https://github.com/chzyer/readline,0.9914059814,0.008594018563,17454,opencollective,2016-10
722,https://github.com/webpack/webpack,https://github.com/mochajs/mocha,0.9058737305,0.0941262695,19102,opencollective,2016-10
723,https://github.com/webpack/webpack,https://github.com/gulpjs/gulp,0.990101276,0.009898724037,17477,opencollective,2016-10
724,https://github.com/chzyer/readline,https://github.com/mochajs/mocha,0.07700205339,0.9229979466,1948,opencollective,2016-10
725,https://github.com/chzyer/readline,https://github.com/gulpjs/gulp,0.4643962848,0.5356037152,323,opencollective,2016-10
726,https://github.com/mochajs/mocha,https://github.com/gulpjs/gulp,0.9122272958,0.08777270421,1971,opencollective,2016-10
727,https://github.com/redux-saga/redux-saga,https://github.com/mochajs/mocha,0.118159204,0.881840796,3216,opencollective,2017-01
728,https://github.com/redux-saga/redux-saga,https://github.com/chzyer/readline,0.7169811321,0.2830188679,530,opencollective,2017-01
729,https://github.com/redux-saga/redux-saga,https://github.com/webpack/webpack,0.02073896196,0.979261038,18323,opencollective,2017-01
730,https://github.com/redux-saga/redux-saga,https://github.com/gulpjs/gulp,0.498687664,0.501312336,762,opencollective,2017-01
731,https://github.com/mochajs/mocha,https://github.com/chzyer/readline,0.9497655727,0.05023442733,2986,opencollective,2017-01
732,https://github.com/mochajs/mocha,https://github.com/webpack/webpack,0.1364839501,0.8635160499,20779,opencollective,2017-01
733,https://github.com/mochajs/mocha,https://github.com/gulpjs/gulp,0.8812927284,0.1187072716,3218,opencollective,2017-01
734,https://github.com/chzyer/readline,https://github.com/webpack/webpack,0.008290499088,0.9917095009,18093,opencollective,2017-01
735,https://github.com/chzyer/readline,https://github.com/gulpjs/gulp,0.2819548872,0.7180451128,532,opencollective,2017-01
736,https://github.com/webpack/webpack,https://github.com/gulpjs/gulp,0.979154161,0.02084583902,18325,opencollective,2017-01
737,https://github.com/babel/babel,https://github.com/redux-saga/redux-saga,0.8378712871,0.1621287129,4848,opencollective,2017-04
738,https://github.com/babel/babel,https://github.com/chzyer/readline,0.9643874644,0.03561253561,4212,opencollective,2017-04
739,https://github.com/babel/babel,https://github.com/gulpjs/gulp,0.8254419833,0.1745580167,4921,opencollective,2017-04
740,https://github.com/babel/babel,https://github.com/debug-js/debug,0.9990162322,0.0009837678308,4066,opencollective,2017-04
741,https://github.com/babel/babel,https://github.com/webpack/webpack,0.1581036899,0.8418963101,25692,opencollective,2017-04
742,https://github.com/babel/babel,https://github.com/mochajs/mocha,0.545894369,0.454105631,7441,opencollective,2017-04
743,https://github.com/redux-saga/redux-saga,https://github.com/chzyer/readline,0.8397435897,0.1602564103,936,opencollective,2017-04
744,https://github.com/redux-saga/redux-saga,https://github.com/gulpjs/gulp,0.4778115502,0.5221884498,1645,opencollective,2017-04
745,https://github.com/redux-saga/redux-saga,https://github.com/debug-js/debug,0.9949367089,0.005063291139,790,opencollective,2017-04
746,https://github.com/redux-saga/redux-saga,https://github.com/webpack/webpack,0.03506423983,0.9649357602,22416,opencollective,2017-04
747,https://github.com/redux-saga/redux-saga,https://github.com/mochajs/mocha,0.1887154862,0.8112845138,4165,opencollective,2017-04
748,https://github.com/chzyer/readline,https://github.com/gulpjs/gulp,0.1486620416,0.8513379584,1009,opencollective,2017-04
749,https://github.com/chzyer/readline,https://github.com/debug-js/debug,0.974025974,0.02597402597,154,opencollective,2017-04
750,https://github.com/chzyer/readline,https://github.com/webpack/webpack,0.006887052342,0.9931129477,21780,opencollective,2017-04
751,https://github.com/chzyer/readline,https://github.com/mochajs/mocha,0.04250495891,0.9574950411,3529,opencollective,2017-04
752,https://github.com/gulpjs/gulp,https://github.com/debug-js/debug,0.9953650058,0.004634994206,863,opencollective,2017-04
753,https://github.com/gulpjs/gulp,https://github.com/webpack/webpack,0.0381964516,0.9618035484,22489,opencollective,2017-04
754,https://github.com/gulpjs/gulp,https://github.com/mochajs/mocha,0.2026899481,0.7973100519,4238,opencollective,2017-04
755,https://github.com/debug-js/debug,https://github.com/webpack/webpack,0.0001848941481,0.9998151059,21634,opencollective,2017-04
756,https://github.com/debug-js/debug,https://github.com/mochajs/mocha,0.001182382501,0.9988176175,3383,opencollective,2017-04
757,https://github.com/webpack/webpack,https://github.com/mochajs/mocha,0.8648886401,0.1351113599,25009,opencollective,2017-04
758,https://github.com/vuejs/vue,https://github.com/debug-js/debug,0.9976232917,0.002376708259,1683,opencollective,2017-07
759,https://github.com/vuejs/vue,https://github.com/chzyer/readline,0.9179879716,0.08201202843,1829,opencollective,2017-07
760,https://github.com/vuejs/vue,https://github.com/mochajs/mocha,0.288339344,0.711660656,5823,opencollective,2017-07
761,https://github.com/vuejs/vue,https://github.com/redux-saga/redux-saga,0.6420650096,0.3579349904,2615,opencollective,2017-07
762,https://github.com/vuejs/vue,https://github.com/babel/babel,0.1514796102,0.8485203898,11084,opencollective,2017-07
763,https://github.com/vuejs/vue,https://github.com/webpack/webpack,0.02404066438,0.9759593356,69840,opencollective,2017-07
764,https://github.com/vuejs/vue,https://github.com/marak/colors.js,0.9343350028,0.06566499722,1797,opencollective,2017-07
765,https://github.com/vuejs/vue,https://github.com/gulpjs/gulp,0.5215905561,0.4784094439,3219,opencollective,2017-07
766,https://github.com/debug-js/debug,https://github.com/chzyer/readline,0.02597402597,0.974025974,154,opencollective,2017-07
767,https://github.com/debug-js/debug,https://github.com/mochajs/mocha,0.0009643201543,0.9990356798,4148,opencollective,2017-07
768,https://github.com/debug-js/debug,https://github.com/redux-saga/redux-saga,0.004255319149,0.9957446809,940,opencollective,2017-07
769,https://github.com/debug-js/debug,https://github.com/babel/babel,0.0004251248804,0.9995748751,9409,opencollective,2017-07
770,https://github.com/debug-js/debug,https://github.com/webpack/webpack,5.87E-05,0.9999413189,68165,opencollective,2017-07
771,https://github.com/debug-js/debug,https://github.com/marak/colors.js,0.03278688525,0.9672131148,122,opencollective,2017-07
772,https://github.com/debug-js/debug,https://github.com/gulpjs/gulp,0.002590673575,0.9974093264,1544,opencollective,2017-07
773,https://github.com/chzyer/readline,https://github.com/mochajs/mocha,0.0349324639,0.9650675361,4294,opencollective,2017-07
774,https://github.com/chzyer/readline,https://github.com/redux-saga/redux-saga,0.138121547,0.861878453,1086,opencollective,2017-07
775,https://github.com/chzyer/readline,https://github.com/babel/babel,0.01569858713,0.9843014129,9555,opencollective,2017-07
776,https://github.com/chzyer/readline,https://github.com/webpack/webpack,0.002195839616,0.9978041604,68311,opencollective,2017-07
777,https://github.com/chzyer/readline,https://github.com/marak/colors.js,0.5597014925,0.4402985075,268,opencollective,2017-07
778,https://github.com/chzyer/readline,https://github.com/gulpjs/gulp,0.08875739645,0.9112426036,1690,opencollective,2017-07
779,https://github.com/mochajs/mocha,https://github.com/redux-saga/redux-saga,0.8157480315,0.1842519685,5080,opencollective,2017-07
780,https://github.com/mochajs/mocha,https://github.com/babel/babel,0.3058528305,0.6941471695,13549,opencollective,2017-07
781,https://github.com/mochajs/mocha,https://github.com/webpack/webpack,0.05731277228,0.9426872277,72305,opencollective,2017-07
782,https://github.com/mochajs/mocha,https://github.com/marak/colors.js,0.9723134679,0.02768653214,4262,opencollective,2017-07
783,https://github.com/mochajs/mocha,https://github.com/gulpjs/gulp,0.7290640394,0.2709359606,5684,opencollective,2017-07
784,https://github.com/redux-saga/redux-saga,https://github.com/babel/babel,0.09051348999,0.90948651,10341,opencollective,2017-07
785,https://github.com/redux-saga/redux-saga,https://github.com/webpack/webpack,0.01354617422,0.9864538258,69097,opencollective,2017-07
786,https://github.com/redux-saga/redux-saga,https://github.com/marak/colors.js,0.8880455408,0.1119544592,1054,opencollective,2017-07
787,https://github.com/redux-saga/redux-saga,https://github.com/gulpjs/gulp,0.3780290792,0.6219709208,2476,opencollective,2017-07
788,https://github.com/babel/babel,https://github.com/webpack/webpack,0.1212515793,0.8787484207,77566,opencollective,2017-07
789,https://github.com/babel/babel,https://github.com/marak/colors.js,0.9876089468,0.01239105324,9523,opencollective,2017-07
790,https://github.com/babel/babel,https://github.com/gulpjs/gulp,0.8592964824,0.1407035176,10945,opencollective,2017-07
791,https://github.com/webpack/webpack,https://github.com/marak/colors.js,0.9982717966,0.001728203401,68279,opencollective,2017-07
792,https://github.com/webpack/webpack,https://github.com/gulpjs/gulp,0.9779056255,0.02209437454,69701,opencollective,2017-07
793,https://github.com/marak/colors.js,https://github.com/gulpjs/gulp,0.07117008444,0.9288299156,1658,opencollective,2017-07
794,https://github.com/debug-js/debug,https://github.com/reactivex/rxjs,0.4827586207,0.5172413793,29,opencollective,2017-10
795,https://github.com/debug-js/debug,https://github.com/redux-saga/redux-saga,0.008821676118,0.9911783239,1587,opencollective,2017-10
796,https://github.com/debug-js/debug,https://github.com/mochajs/mocha,0.005985463873,0.9940145361,2339,opencollective,2017-10
797,https://github.com/debug-js/debug,https://github.com/vuejs/vue,0.002128306476,0.9978716935,6578,opencollective,2017-10
798,https://github.com/debug-js/debug,https://github.com/gulpjs/gulp,0.007662835249,0.9923371648,1827,opencollective,2017-10
799,https://github.com/debug-js/debug,https://github.com/webpack/webpack,0.0002314087836,0.9997685912,60499,opencollective,2017-10
800,https://github.com/debug-js/debug,https://github.com/babel/babel,0.001201201201,0.9987987988,11655,opencollective,2017-10
801,https://github.com/reactivex/rxjs,https://github.com/redux-saga/redux-saga,0.009445843829,0.9905541562,1588,opencollective,2017-10
802,https://github.com/reactivex/rxjs,https://github.com/mochajs/mocha,0.00641025641,0.9935897436,2340,opencollective,2017-10
803,https://github.com/reactivex/rxjs,https://github.com/vuejs/vue,0.00227998176,0.9977200182,6579,opencollective,2017-10
804,https://github.com/reactivex/rxjs,https://github.com/gulpjs/gulp,0.008205689278,0.9917943107,1828,opencollective,2017-10
805,https://github.com/reactivex/rxjs,https://github.com/webpack/webpack,0.0002479338843,0.9997520661,60500,opencollective,2017-10
806,https://github.com/reactivex/rxjs,https://github.com/babel/babel,0.001286890872,0.9987131091,11656,opencollective,2017-10
807,https://github.com/redux-saga/redux-saga,https://github.com/mochajs/mocha,0.4035402771,0.5964597229,3898,opencollective,2017-10
808,https://github.com/redux-saga/redux-saga,https://github.com/vuejs/vue,0.1933144894,0.8066855106,8137,opencollective,2017-10
809,https://github.com/redux-saga/redux-saga,https://github.com/gulpjs/gulp,0.4645599527,0.5354400473,3386,opencollective,2017-10
810,https://github.com/redux-saga/redux-saga,https://github.com/webpack/webpack,0.02534725579,0.9746527442,62058,opencollective,2017-10
811,https://github.com/redux-saga/redux-saga,https://github.com/babel/babel,0.1190404117,0.8809595883,13214,opencollective,2017-10
812,https://github.com/mochajs/mocha,https://github.com/vuejs/vue,0.2615592305,0.7384407695,8889,opencollective,2017-10
813,https://github.com/mochajs/mocha,https://github.com/gulpjs/gulp,0.5618656356,0.4381343644,4138,opencollective,2017-10
814,https://github.com/mochajs/mocha,https://github.com/webpack/webpack,0.03701639866,0.9629836013,62810,opencollective,2017-10
815,https://github.com/mochajs/mocha,https://github.com/babel/babel,0.1664757268,0.8335242732,13966,opencollective,2017-10
816,https://github.com/vuejs/vue,https://github.com/gulpjs/gulp,0.7835740719,0.2164259281,8377,opencollective,2017-10
817,https://github.com/vuejs/vue,https://github.com/webpack/webpack,0.09789855181,0.9021014482,67049,opencollective,2017-10
818,https://github.com/vuejs/vue,https://github.com/babel/babel,0.3605602856,0.6394397144,18205,opencollective,2017-10
819,https://github.com/gulpjs/gulp,https://github.com/webpack/webpack,0.02910205785,0.9708979421,62298,opencollective,2017-10
820,https://github.com/gulpjs/gulp,https://github.com/babel/babel,0.1347554631,0.8652445369,13454,opencollective,2017-10
821,https://github.com/webpack/webpack,https://github.com/babel/babel,0.8386018911,0.1613981089,72126,opencollective,2017-10
822,https://github.com/mochajs/mocha,https://github.com/reactivex/rxjs,0.9982644915,0.001735508504,2881,opencollective,2018-01
823,https://github.com/mochajs/mocha,https://github.com/debug-js/debug,0.9944674965,0.005532503458,2892,opencollective,2018-01
824,https://github.com/mochajs/mocha,https://github.com/webreflection/flatted,0.9055415617,0.09445843829,3176,opencollective,2018-01
825,https://github.com/mochajs/mocha,https://github.com/gulpjs/gulp,0.6102270316,0.3897729684,4713,opencollective,2018-01
826,https://github.com/mochajs/mocha,https://github.com/webpack/webpack,0.04863859293,0.9513614071,59130,opencollective,2018-01
827,https://github.com/mochajs/mocha,https://github.com/babel/babel,0.1759774827,0.8240225173,16343,opencollective,2018-01
828,https://github.com/mochajs/mocha,https://github.com/vuejs/vue,0.2200795837,0.7799204163,13068,opencollective,2018-01
829,https://github.com/mochajs/mocha,https://github.com/redux-saga/redux-saga,0.7526825438,0.2473174562,3821,opencollective,2018-01
830,https://github.com/mochajs/mocha,https://github.com/level/levelup,0.9948114839,0.005188516084,2891,opencollective,2018-01
831,https://github.com/mochajs/mocha,https://github.com/rollup/rollup,0.5610612563,0.4389387437,5126,opencollective,2018-01
832,https://github.com/mochajs/mocha,https://github.com/xtuc/webassemblyjs,0.8577393379,0.1422606621,3353,opencollective,2018-01
833,https://github.com/reactivex/rxjs,https://github.com/debug-js/debug,0.2380952381,0.7619047619,21,opencollective,2018-01
834,https://github.com/reactivex/rxjs,https://github.com/webreflection/flatted,0.01639344262,0.9836065574,305,opencollective,2018-01
835,https://github.com/reactivex/rxjs,https://github.com/gulpjs/gulp,0.002714440825,0.9972855592,1842,opencollective,2018-01
836,https://github.com/reactivex/rxjs,https://github.com/webpack/webpack,8.89E-05,0.9999111253,56259,opencollective,2018-01
837,https://github.com/reactivex/rxjs,https://github.com/babel/babel,0.0003711401425,0.9996288599,13472,opencollective,2018-01
838,https://github.com/reactivex/rxjs,https://github.com/vuejs/vue,0.0004903402962,0.9995096597,10197,opencollective,2018-01
839,https://github.com/reactivex/rxjs,https://github.com/redux-saga/redux-saga,0.005263157895,0.9947368421,950,opencollective,2018-01
840,https://github.com/reactivex/rxjs,https://github.com/level/levelup,0.25,0.75,20,opencollective,2018-01
841,https://github.com/reactivex/rxjs,https://github.com/rollup/rollup,0.0022172949,0.9977827051,2255,opencollective,2018-01
842,https://github.com/reactivex/rxjs,https://github.com/xtuc/webassemblyjs,0.01037344398,0.989626556,482,opencollective,2018-01
843,https://github.com/debug-js/debug,https://github.com/webreflection/flatted,0.05063291139,0.9493670886,316,opencollective,2018-01
844,https://github.com/debug-js/debug,https://github.com/gulpjs/gulp,0.008634646519,0.9913653535,1853,opencollective,2018-01
845,https://github.com/debug-js/debug,https://github.com/webpack/webpack,0.0002843433446,0.9997156567,56270,opencollective,2018-01
846,https://github.com/debug-js/debug,https://github.com/babel/babel,0.001186679522,0.9988133205,13483,opencollective,2018-01
847,https://github.com/debug-js/debug,https://github.com/vuejs/vue,0.001567398119,0.9984326019,10208,opencollective,2018-01
848,https://github.com/debug-js/debug,https://github.com/redux-saga/redux-saga,0.01664932362,0.9833506764,961,opencollective,2018-01
849,https://github.com/debug-js/debug,https://github.com/level/levelup,0.5161290323,0.4838709677,31,opencollective,2018-01
850,https://github.com/debug-js/debug,https://github.com/rollup/rollup,0.007060900265,0.9929390997,2266,opencollective,2018-01
851,https://github.com/debug-js/debug,https://github.com/xtuc/webassemblyjs,0.03245436105,0.9675456389,493,opencollective,2018-01
852,https://github.com/webreflection/flatted,https://github.com/gulpjs/gulp,0.1403837155,0.8596162845,2137,opencollective,2018-01
853,https://github.com/webreflection/flatted,https://github.com/webpack/webpack,0.005304664568,0.9946953354,56554,opencollective,2018-01
854,https://github.com/webreflection/flatted,https://github.com/babel/babel,0.02179123992,0.9782087601,13767,opencollective,2018-01
855,https://github.com/webreflection/flatted,https://github.com/vuejs/vue,0.02859321388,0.9714067861,10492,opencollective,2018-01
856,https://github.com/webreflection/flatted,https://github.com/redux-saga/redux-saga,0.2409638554,0.7590361446,1245,opencollective,2018-01
857,https://github.com/webreflection/flatted,https://github.com/level/levelup,0.9523809524,0.04761904762,315,opencollective,2018-01
858,https://github.com/webreflection/flatted,https://github.com/rollup/rollup,0.1176470588,0.8823529412,2550,opencollective,2018-01
859,https://github.com/webreflection/flatted,https://github.com/xtuc/webassemblyjs,0.3861003861,0.6138996139,777,opencollective,2018-01
860,https://github.com/gulpjs/gulp,https://github.com/webpack/webpack,0.03162279871,0.9683772013,58091,opencollective,2018-01
861,https://github.com/gulpjs/gulp,https://github.com/babel/babel,0.120033978,0.879966022,15304,opencollective,2018-01
862,https://github.com/gulpjs/gulp,https://github.com/vuejs/vue,0.1527142738,0.8472857262,12029,opencollective,2018-01
863,https://github.com/gulpjs/gulp,https://github.com/redux-saga/redux-saga,0.6603163192,0.3396836808,2782,opencollective,2018-01
864,https://github.com/gulpjs/gulp,https://github.com/level/levelup,0.9919006479,0.008099352052,1852,opencollective,2018-01
865,https://github.com/gulpjs/gulp,https://github.com/rollup/rollup,0.4494739418,0.5505260582,4087,opencollective,2018-01
866,https://github.com/gulpjs/gulp,https://github.com/xtuc/webassemblyjs,0.7938634399,0.2061365601,2314,opencollective,2018-01
867,https://github.com/webpack/webpack,https://github.com/babel/babel,0.8068444228,0.1931555772,69721,opencollective,2018-01
868,https://github.com/webpack/webpack,https://github.com/vuejs/vue,0.8466122867,0.1533877133,66446,opencollective,2018-01
869,https://github.com/webpack/webpack,https://github.com/redux-saga/redux-saga,0.9834787321,0.01652126785,57199,opencollective,2018-01
870,https://github.com/webpack/webpack,https://github.com/level/levelup,0.9997334234,0.000266576623,56269,opencollective,2018-01
871,https://github.com/webpack/webpack,https://github.com/rollup/rollup,0.9615410912,0.03845890879,58504,opencollective,2018-01
872,https://github.com/webpack/webpack,https://github.com/xtuc/webassemblyjs,0.9915918986,0.008408101391,56731,opencollective,2018-01
873,https://github.com/babel/babel,https://github.com/vuejs/vue,0.5692125618,0.4307874382,23659,opencollective,2018-01
874,https://github.com/babel/babel,https://github.com/redux-saga/redux-saga,0.934429642,0.06557035803,14412,opencollective,2018-01
875,https://github.com/babel/babel,https://github.com/level/levelup,0.9988874054,0.001112594571,13482,opencollective,2018-01
876,https://github.com/babel/babel,https://github.com/rollup/rollup,0.856842909,0.143157091,15717,opencollective,2018-01
